,CampusKey,SiteKey,Timestamp,SolarGeneration,time
696787,3,12,2020-01-04 08:15:00,3.1562999999732715,08:15:00
696788,3,12,2020-01-04 08:30:00,4.031200000026728,08:30:00
696789,3,12,2020-01-04 08:45:00,4.968799999973272,08:45:00
696790,3,12,2020-01-04 09:00:00,6.156200000026729,09:00:00
696791,3,12,2020-01-04 09:15:00,7.343799999973271,09:15:00
696792,3,12,2020-01-04 09:30:00,8.1875,09:30:00
696793,3,12,2020-01-04 09:45:00,9.25,09:45:00
696794,3,12,2020-01-04 10:00:00,10.125,10:00:00
696795,3,12,2020-01-04 10:15:00,10.968700000026727,10:15:00
696796,3,12,2020-01-04 10:30:00,11.718799999973273,10:30:00
696797,3,12,2020-01-04 10:45:00,12.343700000026727,10:45:00
696798,3,12,2020-01-04 11:00:00,13.0,11:00:00
696799,3,12,2020-01-04 11:15:00,13.625,11:15:00
696800,3,12,2020-01-04 11:30:00,14.1875,11:30:00
696801,3,12,2020-01-04 11:45:00,14.75,11:45:00
696802,3,12,2020-01-04 12:00:00,15.156299999973273,12:00:00
696803,3,12,2020-01-04 12:15:00,14.8125,12:15:00
696804,3,12,2020-01-04 12:30:00,15.093700000026727,12:30:00
696805,3,12,2020-01-04 12:45:00,15.25,12:45:00
696806,3,12,2020-01-04 13:00:00,15.9375,13:00:00
696807,3,12,2020-01-04 13:15:00,16.156299999973267,13:15:00
696808,3,12,2020-01-04 13:30:00,14.406200000026727,13:30:00
696809,3,12,2020-01-04 13:45:00,16.375,13:45:00
696810,3,12,2020-01-04 14:00:00,16.5625,14:00:00
696811,3,12,2020-01-04 14:15:00,16.3125,14:15:00
696812,3,12,2020-01-04 14:30:00,16.093799999973267,14:30:00
696813,3,12,2020-01-04 14:45:00,15.5,14:45:00
696814,3,12,2020-01-04 15:00:00,15.343700000026727,15:00:00
696815,3,12,2020-01-04 15:15:00,15.031299999973273,15:15:00
696816,3,12,2020-01-04 15:30:00,14.625,15:30:00
696817,3,12,2020-01-04 15:45:00,14.031200000026727,15:45:00
696818,3,12,2020-01-04 16:00:00,13.625,16:00:00
696819,3,12,2020-01-04 16:15:00,13.0625,16:15:00
696820,3,12,2020-01-04 16:30:00,12.5625,16:30:00
696821,3,12,2020-01-04 16:45:00,11.406299999973273,16:45:00
696822,3,12,2020-01-04 17:00:00,11.031200000026727,17:00:00
696823,3,12,2020-01-04 17:15:00,10.156299999973273,17:15:00
696824,3,12,2020-01-04 17:30:00,9.156200000026727,17:30:00
696825,3,12,2020-01-04 17:45:00,8.125,17:45:00
696826,3,12,2020-01-04 18:00:00,7.125,18:00:00
696827,3,12,2020-01-04 18:15:00,6.0,18:15:00
696828,3,12,2020-01-04 18:30:00,4.968799999973272,18:30:00
696829,3,12,2020-01-04 18:45:00,3.875,18:45:00
696830,3,12,2020-01-04 19:00:00,2.781200000026729,19:00:00
696831,3,12,2020-01-04 19:15:00,1.9062999999732708,19:15:00
696832,3,12,2020-01-04 19:30:00,1.3125,19:30:00
696833,3,12,2020-01-04 19:45:00,0.906200000026729,19:45:00
696834,3,12,2020-01-04 20:00:00,0.6562999999732709,20:00:00
696835,3,12,2020-01-04 20:15:00,0.4375,20:15:00
696836,3,12,2020-01-04 20:30:00,0.2187000000267289,20:30:00
696837,3,12,2020-01-04 20:45:00,0.0,20:45:00
696838,3,12,2020-01-04 21:00:00,0.0,21:00:00
696839,3,12,2020-01-04 21:15:00,0.0,21:15:00
696840,3,12,2020-01-04 21:30:00,0.0,21:30:00
696841,3,12,2020-01-04 21:45:00,0.0,21:45:00
696842,3,12,2020-01-04 22:00:00,0.0,22:00:00
696843,3,12,2020-01-04 22:15:00,0.0,22:15:00
696844,3,12,2020-01-04 22:30:00,0.0,22:30:00
696845,3,12,2020-01-04 22:45:00,0.0,22:45:00
696846,3,12,2020-01-04 23:00:00,0.0,23:00:00
696847,3,12,2020-01-04 23:15:00,0.0,23:15:00
696848,3,12,2020-01-04 23:30:00,0.0,23:30:00
696849,3,12,2020-01-04 23:45:00,0.0,23:45:00
696850,3,12,2020-01-05 00:00:00,0.0,00:00:00
696851,3,12,2020-01-05 00:15:00,0.0,00:15:00
696852,3,12,2020-01-05 00:30:00,0.0,00:30:00
696853,3,12,2020-01-05 00:45:00,0.0,00:45:00
696854,3,12,2020-01-05 01:00:00,0.0,01:00:00
696855,3,12,2020-01-05 01:15:00,0.0,01:15:00
696856,3,12,2020-01-05 01:30:00,0.0,01:30:00
696857,3,12,2020-01-05 01:45:00,0.0,01:45:00
696858,3,12,2020-01-05 02:00:00,0.0,02:00:00
696859,3,12,2020-01-05 02:15:00,0.0,02:15:00
696860,3,12,2020-01-05 02:30:00,0.0,02:30:00
696861,3,12,2020-01-05 02:45:00,0.0,02:45:00
696862,3,12,2020-01-05 03:00:00,0.0,03:00:00
696863,3,12,2020-01-05 03:15:00,0.0,03:15:00
696864,3,12,2020-01-05 03:30:00,0.0,03:30:00
696865,3,12,2020-01-05 03:45:00,0.0,03:45:00
696866,3,12,2020-01-05 04:00:00,0.0,04:00:00
696867,3,12,2020-01-05 04:15:00,0.0,04:15:00
696868,3,12,2020-01-05 04:30:00,0.0,04:30:00
696869,3,12,2020-01-05 04:45:00,0.0,04:45:00
696870,3,12,2020-01-05 05:00:00,0.0,05:00:00
696871,3,12,2020-01-05 05:15:00,0.0,05:15:00
696872,3,12,2020-01-05 05:30:00,0.0,05:30:00
696873,3,12,2020-01-05 05:45:00,0.0,05:45:00
